,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,GrLivArea,FullBath,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
680,50.0,6,1980,1980,0.0,543,923,0,923,2,1,264,80,0,143000
681,55.0,5,1932,2000,0.0,182,793,672,1520,1,0,281,0,0,159434
682,0.0,6,1996,1997,0.0,1003,1291,0,1291,1,1,431,307,0,173000
683,90.0,9,2002,2002,215.0,1059,1626,0,1668,2,1,702,257,45,285000
684,58.0,7,1998,1998,30.0,0,1195,644,1839,2,0,486,0,81,221000
685,0.0,7,1984,1984,0.0,828,1190,900,2090,2,1,577,219,0,207500
686,84.0,7,2007,2007,0.0,0,874,887,1761,3,0,578,144,105,227875
687,0.0,7,2004,2004,0.0,239,551,551,1102,2,0,480,0,60,148800
688,60.0,8,2007,2007,0.0,945,1419,0,1419,2,1,567,140,0,392000
689,61.0,6,2005,2006,256.0,20,1362,0,1362,2,1,460,192,28,194700
690,0.0,6,2004,2004,147.0,697,848,0,848,1,1,420,149,0,141000
691,104.0,10,1994,1995,1170.0,1455,2444,1872,4316,3,2,832,382,50,755000
692,42.0,7,1989,1990,293.0,965,1210,1281,2519,2,2,628,320,27,335000
693,60.0,5,1921,1968,0.0,0,1073,0,1073,1,0,326,0,0,108480
694,51.0,5,1936,1950,0.0,0,927,472,1539,1,0,576,112,0,141500
695,54.0,6,1987,1987,72.0,980,1112,0,1137,2,1,551,125,0,176000
696,50.0,5,1921,1950,0.0,616,616,0,616,1,0,205,0,0,89000
697,57.0,5,1952,1952,0.0,210,980,0,1148,1,0,308,0,0,123500
698,65.0,5,1965,2009,0.0,553,894,0,894,1,1,336,416,144,138500
699,59.0,7,2004,2004,0.0,16,1391,0,1391,2,0,530,156,158,196000
700,85.0,8,2002,2002,630.0,1274,1800,0,1800,2,1,765,270,78,312500
701,80.0,7,1969,1969,168.0,0,1164,0,1164,1,0,528,0,0,140000
702,82.0,8,2006,2006,466.0,0,1234,1312,2576,2,1,666,324,100,361919
703,76.0,5,1900,1996,0.0,0,360,780,1812,2,1,672,344,0,140000
704,70.0,7,2004,2005,109.0,712,1473,0,1484,2,0,606,0,35,213000
705,70.0,4,1930,1950,0.0,0,0,720,1092,2,0,0,0,0,55000
706,0.0,7,1971,2002,351.0,1219,1643,0,1824,2,2,739,380,48,302000
707,48.0,8,2006,2006,176.0,863,1324,0,1324,2,1,550,192,38,254000
708,65.0,7,2007,2007,0.0,0,728,728,1456,2,1,400,100,24,179540
709,0.0,5,1966,1966,41.0,0,876,0,904,1,0,408,0,0,109900
710,56.0,3,1935,2003,0.0,0,270,0,729,1,0,0,0,0,52000
711,66.0,4,1900,1950,0.0,0,859,319,1178,1,0,384,68,0,102776
712,40.0,8,1988,1989,0.0,767,1228,0,1228,2,1,472,168,120,189000
713,60.0,4,1970,1970,160.0,789,960,0,960,1,0,576,0,288,129000
714,0.0,6,1976,2005,289.0,533,725,754,1479,2,0,475,0,44,130500
715,78.0,6,1974,1974,174.0,0,1064,0,1350,2,1,478,0,0,165000
716,60.0,7,1890,1998,0.0,0,718,978,2554,1,0,704,0,48,159500
717,80.0,5,1973,2000,0.0,1084,1176,0,1178,1,1,439,224,0,157000
718,96.0,7,1993,1994,651.0,1173,1311,1093,2418,2,1,983,250,154,341000
719,69.0,5,1969,1969,0.0,523,971,0,971,1,1,300,0,0,128500
720,0.0,8,1985,1985,0.0,1148,1742,0,1742,2,1,564,114,28,275000
721,0.0,6,2004,2004,169.0,662,848,0,848,1,0,420,160,0,143000
722,70.0,4,1970,1970,0.0,191,864,0,864,1,0,463,0,0,124500
723,60.0,4,1954,1972,0.0,0,941,473,1470,2,0,548,0,0,135000
724,86.0,9,2007,2008,340.0,1234,1698,0,1698,2,1,768,327,64,320000
725,60.0,4,1970,1970,0.0,375,864,0,864,1,0,660,96,0,120500
726,0.0,6,1988,2007,260.0,808,880,0,1680,2,1,540,292,44,222000
727,64.0,7,2007,2007,82.0,724,1232,0,1232,2,0,632,132,0,194500
728,85.0,5,1958,1958,95.0,0,1584,0,1776,2,0,888,0,25,110000
729,52.0,4,1925,1950,0.0,152,780,0,1208,1,0,539,0,23,103000
730,39.0,8,1995,1996,0.0,1180,1595,0,1616,2,1,608,237,152,236500
731,73.0,7,2003,2003,442.0,786,868,0,1146,2,1,438,160,22,187500
732,75.0,7,1998,1999,202.0,252,1153,878,2031,2,1,541,192,84,222500
733,80.0,5,1961,1983,0.0,594,864,0,1144,1,1,264,165,0,131400
734,0.0,5,1968,1968,0.0,0,948,0,948,1,0,300,147,0,108000
735,60.0,7,1914,1970,0.0,390,880,888,1768,1,2,320,0,341,163000
736,60.0,3,1950,1950,0.0,0,0,0,1040,2,0,400,0,0,93500
737,72.0,8,2005,2005,0.0,0,893,900,1801,2,1,800,0,116,239900
738,60.0,5,1987,1988,0.0,1200,1200,0,1200,3,0,0,120,0,179000
739,65.0,7,2004,2004,0.0,0,864,864,1728,2,0,572,187,56,190000
740,60.0,5,1910,2002,0.0,0,264,664,1432,2,0,360,270,0,132000
741,65.0,6,1961,1996,0.0,832,912,0,912,1,0,288,168,0,142000
742,65.0,7,2000,2001,108.0,0,1349,0,1349,2,0,539,120,55,179000
743,70.0,5,1963,1999,0.0,444,520,0,1464,2,1,480,302,0,175000
744,41.0,8,1993,1993,0.0,733,1337,0,1337,2,1,462,96,0,180000
745,0.0,8,1976,1996,289.0,575,1142,1540,2715,3,2,831,0,204,299800
746,0.0,7,2000,2000,0.0,300,952,1276,2256,2,1,554,224,54,236000
747,65.0,7,1880,2003,0.0,0,1240,1320,2640,1,1,864,181,0,265979
748,59.0,7,1996,1996,338.0,919,1720,0,1720,2,1,527,240,56,260400
749,50.0,4,1945,1950,0.0,0,0,441,1529,2,0,240,92,0,98000
750,55.0,4,1910,2004,0.0,0,576,348,1140,1,0,0,0,160,96500
751,0.0,7,2003,2003,0.0,0,660,660,1320,2,0,400,0,48,162000
752,79.0,6,1997,1997,0.0,1200,1479,0,1494,2,0,576,168,27,217000
753,80.0,8,2005,2005,178.0,0,1030,1060,2098,2,1,878,192,52,275500
754,61.0,6,1969,2005,0.0,439,1026,0,1026,1,0,440,171,48,156000
755,34.0,6,1999,1999,894.0,381,729,729,1471,2,0,440,0,24,172500
756,68.0,8,2007,2007,0.0,20,866,902,1768,2,0,578,144,105,212000
757,0.0,6,1978,1978,328.0,438,672,714,1386,2,1,440,335,0,158900
758,24.0,7,1999,1999,360.0,549,744,744,1501,2,0,440,0,0,179400
759,65.0,8,1995,1995,513.0,56,1318,1203,2531,2,1,752,222,98,290000
760,70.0,6,1959,1959,0.0,612,864,0,864,1,0,300,0,0,127500
761,60.0,5,1924,1950,0.0,405,1145,0,1301,1,0,440,0,0,100000
762,72.0,7,2009,2009,0.0,24,756,783,1547,2,0,614,169,45,215200
763,82.0,8,1999,1999,673.0,1163,1252,1097,2365,2,1,856,0,128,337000
764,30.0,8,1995,1996,0.0,437,1494,0,1494,1,1,481,0,30,270000
765,75.0,9,2008,2008,284.0,0,1498,0,1506,2,1,592,0,174,264132
766,80.0,7,1988,1988,42.0,394,980,734,1714,2,1,496,228,66,196500
767,75.0,6,1940,1985,0.0,660,983,767,1750,2,0,423,245,0,160000
768,70.0,7,2004,2005,0.0,24,1860,0,1836,2,1,484,120,33,216837
769,47.0,8,2003,2003,603.0,1416,1650,1589,3279,3,1,841,503,36,538000
770,0.0,5,1982,1982,0.0,685,858,0,858,1,0,576,120,0,134900
771,67.0,4,1951,1951,0.0,836,836,0,1220,1,0,396,0,0,102000
772,94.0,6,1976,1976,0.0,422,1029,0,1117,1,1,672,144,0,107000
773,70.0,5,1958,1958,1.0,456,912,0,912,1,0,275,0,0,114500
774,110.0,8,2006,2006,375.0,0,1935,0,1973,2,1,895,315,45,395000
775,32.0,6,1998,1998,320.0,866,1204,0,1204,2,0,412,0,247,162000
776,86.0,7,2005,2006,240.0,20,1614,0,1614,2,0,865,144,59,221500
777,100.0,5,1974,1974,0.0,762,864,0,894,1,1,440,241,0,142500
778,60.0,5,1977,1977,320.0,0,0,0,2020,2,2,630,0,0,144000
779,78.0,6,1977,1977,90.0,975,975,0,1004,1,0,504,0,0,135000
780,63.0,7,1995,1996,38.0,0,1237,0,1253,2,1,402,220,21,176000
781,65.0,6,1992,1992,0.0,387,761,793,1603,2,0,484,0,124,175900
782,67.0,7,2001,2002,0.0,0,1413,0,1430,2,0,605,0,33,187100
783,0.0,5,1978,1978,104.0,1097,1097,0,1110,1,1,602,303,30,165500
784,35.0,6,1914,2001,0.0,0,742,742,1484,2,1,0,0,291,128000
785,0.0,6,1967,1967,0.0,251,1372,0,1342,2,1,457,0,0,161500
786,60.0,5,1915,1950,0.0,686,686,686,1652,2,0,416,0,0,139000
787,76.0,7,2004,2004,0.0,656,956,1128,2084,2,0,618,0,45,233000
788,50.0,4,1954,2000,0.0,0,901,0,901,1,0,281,0,0,107900
789,0.0,6,1966,2007,157.0,568,832,1111,2087,2,0,444,133,168,187500
790,43.0,7,2005,2006,11.0,16,1145,0,1145,2,1,397,100,16,160200
791,0.0,6,1976,1976,0.0,539,1029,0,1062,1,2,539,120,0,146800
792,92.0,7,1996,1997,0.0,862,1117,886,2013,2,1,455,180,130,269790
793,76.0,8,2007,2007,140.0,0,1496,0,1496,2,0,474,168,130,225000
794,0.0,7,1994,1996,0.0,0,712,809,1895,2,1,409,143,46,194500
795,70.0,6,1980,1981,130.0,0,650,676,1564,2,1,476,0,50,171000
796,71.0,6,1977,1977,148.0,0,660,0,1285,1,1,528,138,0,143500
797,57.0,5,1953,1953,0.0,570,773,0,773,1,0,240,0,0,110000
798,104.0,9,2008,2009,860.0,0,1926,1174,3140,3,2,820,144,78,485000
799,60.0,5,1937,1950,252.0,569,731,787,1768,1,2,240,0,0,175000
800,79.0,6,1997,1997,0.0,462,616,1072,1688,2,0,603,403,114,200000
801,40.0,4,1916,1990,0.0,197,1196,0,1196,1,0,440,0,0,109900
802,63.0,7,2005,2005,0.0,648,728,728,1456,2,1,410,36,18,189000
803,107.0,9,2008,2009,424.0,0,1734,1088,2822,3,1,1020,52,170,582933
804,75.0,5,1954,1954,0.0,812,936,0,1128,1,0,286,0,0,118000
805,91.0,7,2008,2008,256.0,0,1417,0,1428,2,0,554,0,60,227680
806,75.0,5,1967,1967,0.0,400,980,0,980,2,0,384,68,0,135500
807,144.0,5,1923,2004,0.0,1309,1324,504,1576,1,1,528,0,312,223500
808,85.0,5,1966,1966,1047.0,516,1024,0,1086,1,1,484,0,0,159950
809,90.0,5,1898,1965,0.0,0,849,1063,2138,2,0,360,40,156,106000
810,78.0,6,1974,1999,99.0,663,1040,0,1309,1,1,484,265,0,181000
811,0.0,6,2004,2004,169.0,662,848,0,848,1,1,420,140,0,144500
812,66.0,5,1952,1952,0.0,0,540,0,1044,1,0,504,0,0,55993
813,75.0,6,1958,1958,243.0,608,1442,0,1442,1,0,301,0,0,157900
814,45.0,5,1918,1950,0.0,0,686,564,1250,1,0,280,207,0,116000
815,48.0,7,1998,1998,442.0,0,1649,0,1661,2,0,598,0,34,224900
816,0.0,5,1954,1954,0.0,486,1008,0,1008,1,1,275,0,0,137000
817,0.0,8,2002,2002,148.0,1218,1568,0,1689,2,2,857,150,59,271000
818,80.0,6,1971,1971,80.0,504,1010,0,1052,1,0,440,0,0,155000
819,44.0,7,2009,2010,128.0,733,1358,0,1358,2,1,484,192,35,224000
820,72.0,7,2003,2003,0.0,0,798,842,1640,2,0,595,0,45,183000
821,60.0,4,1953,1953,0.0,0,936,0,936,1,0,576,0,32,93000
822,0.0,7,2003,2003,0.0,0,847,886,1733,2,1,433,100,48,225000
823,60.0,6,1940,1950,0.0,0,778,545,1489,2,1,240,335,0,139500
824,81.0,8,2006,2006,0.0,0,1489,0,1489,2,1,776,0,140,232600
825,114.0,10,2007,2008,816.0,1636,2078,0,2084,2,1,1220,188,45,385000
826,50.0,5,1924,1950,0.0,784,784,0,784,1,0,0,0,0,109500
827,65.0,7,2001,2001,0.0,20,1454,0,1434,2,1,527,290,39,189000
828,0.0,5,1967,1967,0.0,249,1013,966,2126,2,0,538,486,0,185000
829,24.0,7,2005,2005,0.0,0,600,623,1223,2,0,480,0,166,147400
830,80.0,6,1957,1957,387.0,1040,1392,0,1392,1,2,458,0,0,166000
831,30.0,7,2005,2005,0.0,0,600,600,1200,2,0,480,0,166,151000
832,44.0,7,2003,2003,223.0,483,941,888,1829,2,1,613,192,39,237000
833,100.0,6,1964,1964,180.0,196,1516,0,1516,1,0,472,0,0,167000
834,75.0,5,1961,1961,136.0,572,1144,0,1144,1,0,456,0,0,139950
835,60.0,4,1950,1995,0.0,442,1067,0,1067,2,0,436,290,0,128000
836,90.0,5,1948,1973,0.0,338,1559,0,1559,1,0,812,0,116,153500
837,21.0,6,1973,1973,158.0,330,483,504,987,1,0,264,0,0,100000
838,75.0,5,1995,2006,0.0,0,1099,0,1099,1,0,352,278,0,144000
839,70.0,5,1946,1995,0.0,352,768,432,1200,1,0,240,0,0,130500
840,0.0,6,1925,1950,0.0,156,672,672,1482,2,0,400,0,0,140000
841,60.0,5,1904,2002,0.0,0,650,581,1539,2,1,686,70,78,157500
842,82.0,6,1966,1966,183.0,312,1127,0,1165,1,0,490,0,129,174900
843,80.0,5,1961,1961,0.0,0,1800,0,1800,2,0,0,0,0,141000
844,100.0,5,1915,1950,0.0,0,876,540,1416,1,1,720,418,0,153900
845,0.0,5,1975,1981,0.0,1390,1390,0,1701,2,2,611,0,0,171000
846,75.0,7,1993,1993,137.0,513,740,769,1775,2,1,425,234,72,213000
847,36.0,5,1972,1972,0.0,460,864,0,864,1,1,338,0,0,133500
848,75.0,6,1908,1997,0.0,0,907,1051,2358,3,1,360,486,40,240000
849,80.0,6,1976,1994,360.0,0,528,761,1855,2,1,512,113,100,187000
850,36.0,6,2003,2003,170.0,659,848,0,848,1,0,420,140,0,131500
851,0.0,8,2003,2003,40.0,0,1273,0,1456,2,1,400,143,20,215000
852,53.0,7,1941,1950,0.0,364,918,728,1646,2,2,240,0,0,164000
853,0.0,6,1964,1964,115.0,564,1127,0,1445,1,1,645,180,0,158000
854,102.0,5,1955,1974,0.0,306,1763,0,1779,1,1,454,0,418,170000
855,0.0,5,1962,2010,0.0,659,1040,0,1040,1,0,260,0,104,127000
856,0.0,6,1978,1978,0.0,505,940,0,1026,1,0,576,0,0,147000
857,65.0,6,1994,1995,0.0,0,702,779,1481,2,1,343,0,36,174000
858,80.0,7,1976,1976,189.0,0,1090,0,1370,2,1,479,0,0,152000
859,0.0,6,1968,1984,220.0,619,1054,1142,2654,2,1,619,0,65,250000
860,55.0,7,1918,1998,0.0,0,912,514,1426,1,1,216,0,240,189950
861,75.0,5,1965,1965,0.0,841,1039,0,1039,1,0,504,0,0,131500
862,81.0,6,1984,1985,0.0,338,1040,0,1097,2,0,480,0,0,152000
863,70.0,5,1959,1959,0.0,1148,1148,0,1148,1,0,672,0,0,132500
864,72.0,7,2007,2008,0.0,0,1372,0,1372,2,0,529,0,140,250580
865,0.0,5,1970,1970,76.0,828,1002,0,1002,1,0,902,0,0,148500
866,67.0,8,2006,2007,274.0,0,1638,0,1646,2,1,870,192,80,248900
867,85.0,4,1961,1961,0.0,932,1040,0,1120,1,0,544,168,0,129000
868,0.0,5,1948,1950,0.0,0,0,720,2320,2,1,672,120,144,169000
869,80.0,7,1993,1994,246.0,750,1050,887,1949,2,1,574,156,90,236000
870,60.0,5,1962,1962,0.0,0,894,0,894,1,0,308,0,0,109500
871,70.0,6,1998,1998,116.0,505,804,878,1682,2,0,523,0,77,200500
872,74.0,5,1953,1996,0.0,0,105,0,910,1,0,414,196,0,116000
873,60.0,5,1949,1950,0.0,375,832,0,1268,1,1,288,0,28,133000
874,52.0,5,1941,1950,0.0,0,676,455,1131,1,0,200,26,0,66500
875,75.0,8,2007,2007,0.0,64,1184,1426,2610,2,1,550,208,364,303477
876,94.0,4,1963,1963,0.0,633,1064,0,1040,1,0,648,0,0,132250
877,74.0,9,2004,2005,216.0,1170,1462,762,2224,2,1,738,184,0,350000
878,88.0,5,1961,1995,0.0,899,1109,0,1155,1,0,576,192,0,148000
879,0.0,5,1978,2005,90.0,646,864,0,864,1,0,336,0,0,136500
880,60.0,5,2005,2006,0.0,980,1090,0,1090,1,0,450,0,49,157000
881,44.0,7,1990,1991,117.0,902,1156,530,1717,2,1,400,168,36,187500
882,0.0,6,1992,1993,0.0,0,808,785,1593,2,1,389,342,40,178000
883,60.0,4,1912,1950,0.0,0,795,795,2230,1,0,440,0,188,118500
884,65.0,5,1967,1967,60.0,432,892,0,892,1,0,288,0,0,100000
885,50.0,9,1999,2000,60.0,1238,1698,0,1709,2,1,506,97,65,328900
886,70.0,5,1959,2005,122.0,528,1626,0,1712,2,0,588,272,54,145000
887,59.0,5,1955,1955,0.0,0,816,521,1393,1,0,300,121,0,135500
888,95.0,8,1970,1970,0.0,351,2217,0,2217,2,1,621,81,207,268000
889,128.0,6,1953,1953,90.0,1024,1505,0,1505,1,1,505,0,0,149500
890,60.0,5,1949,2006,0.0,0,672,252,924,1,1,576,0,0,122900
891,70.0,6,1978,1978,92.0,226,918,765,1683,2,1,440,243,0,172500
892,70.0,6,1963,2003,0.0,663,1059,0,1068,1,0,264,192,0,154500
893,0.0,5,1954,1954,0.0,1064,1383,0,1383,1,1,354,511,116,165000
894,64.0,5,1979,1979,0.0,0,0,0,1535,2,0,400,0,0,118858
895,71.0,6,1963,1963,415.0,400,780,813,1796,1,1,483,0,50,140000
896,50.0,4,1936,1950,0.0,285,951,0,951,1,0,327,0,28,106500
897,64.0,5,1979,1979,0.0,0,0,1120,2240,2,0,528,154,0,142953
898,100.0,9,2009,2010,760.0,2188,2330,0,2364,2,2,820,0,67,611657
899,65.0,5,1961,1994,0.0,465,912,0,1236,1,1,288,0,0,135000
900,0.0,4,1971,1971,0.0,322,858,0,858,1,0,684,0,0,110000
901,64.0,5,1957,2000,0.0,860,992,0,1306,1,0,756,0,0,153000
902,63.0,7,2003,2003,0.0,0,783,702,1509,2,1,393,0,75,180000
903,50.0,7,2006,2006,27.0,0,1670,0,1670,2,1,690,144,60,240000
904,0.0,5,1967,1967,75.0,599,876,0,902,1,0,288,0,0,125500
905,80.0,5,1954,1954,110.0,354,1056,0,1063,1,0,280,0,0,128000
906,116.0,8,2006,2006,208.0,63,1623,0,1636,2,1,865,0,60,255000
907,86.0,7,1936,1987,0.0,223,1017,1037,2057,1,1,180,0,0,250000
908,0.0,5,1983,1983,0.0,301,864,0,902,1,0,484,164,0,131000
909,149.0,6,2005,2005,0.0,0,742,742,1484,2,1,390,36,24,174000
910,80.0,5,1960,1960,361.0,443,1105,1169,2274,2,0,480,0,0,154300
911,0.0,5,1977,1989,0.0,196,1268,0,1268,1,0,252,173,0,143500
912,51.0,5,1925,1950,0.0,489,768,0,1015,1,0,450,0,0,88000
913,82.0,5,1949,1950,0.0,284,1001,1001,2002,2,0,871,0,0,145000
914,30.0,6,2009,2009,76.0,294,612,612,1224,2,0,528,0,234,173733
915,21.0,4,1970,1970,80.0,0,546,546,1092,1,0,286,0,0,75000
916,50.0,2,1949,1950,0.0,50,480,0,480,0,0,308,0,0,35311
917,0.0,4,1956,1956,0.0,1059,1134,0,1229,1,0,284,0,0,135000
918,103.0,7,1991,1991,0.0,48,1104,1215,2127,2,1,833,72,192,238000
919,87.0,6,1958,2002,0.0,528,1184,0,1414,1,1,601,0,51,176500
920,70.0,6,1994,1994,105.0,814,928,785,1721,2,0,471,300,87,201000
921,67.0,5,1900,2003,0.0,1084,1272,928,2200,2,0,0,0,70,145900
922,65.0,6,2005,2006,0.0,28,1316,0,1316,2,1,397,100,0,169990
923,50.0,6,1993,1994,0.0,165,1604,0,1617,2,1,533,0,69,193000
924,79.0,6,1980,1980,157.0,625,1686,0,1686,2,1,612,384,131,207500
925,0.0,5,1977,1977,0.0,767,1126,0,1126,2,0,540,180,0,175000
926,93.0,8,2003,2004,340.0,0,1181,1140,2374,2,1,656,104,100,285000
927,0.0,7,1968,1968,342.0,552,832,880,1978,2,1,486,0,43,176000
928,0.0,8,2001,2001,0.0,0,1753,0,1788,2,1,522,202,151,236500
929,0.0,7,1997,1997,285.0,0,964,1243,2236,2,1,642,0,0,222000
930,73.0,8,2007,2007,0.0,16,1466,0,1466,2,0,610,100,18,201000
931,70.0,5,1965,1965,0.0,338,925,0,925,1,0,429,0,0,117500
932,84.0,9,2006,2006,302.0,0,1905,0,1905,2,1,788,0,191,320000
933,63.0,7,2004,2004,210.0,20,1500,0,1500,2,0,570,192,36,190000
934,313.0,7,1960,2007,0.0,425,585,0,2069,2,1,505,0,0,242000
935,52.0,4,1926,1953,108.0,0,600,0,747,1,0,528,0,0,79900
936,67.0,7,2003,2003,0.0,833,1176,0,1200,2,0,555,0,41,184900
937,75.0,7,2005,2005,0.0,341,1113,858,1971,2,1,689,0,48,253000
938,73.0,7,2006,2006,0.0,464,1391,571,1962,2,0,868,0,90,239799
939,0.0,7,1940,1950,0.0,0,1032,1196,2403,2,2,349,56,0,244400
940,55.0,6,1976,1976,0.0,936,1728,0,1728,2,0,574,40,0,150900
941,0.0,7,1999,1999,298.0,772,992,1038,2060,2,1,390,0,0,214000
942,42.0,4,1977,1977,0.0,1440,1440,0,1440,2,0,0,321,0,150000
943,100.0,5,1967,1967,0.0,0,1632,0,1632,2,0,576,0,0,143000
944,0.0,6,1958,1958,541.0,111,819,0,1344,1,1,525,0,118,137500
945,98.0,5,1890,1996,0.0,1088,1088,561,1869,1,0,456,48,0,124900
946,70.0,5,1959,1959,128.0,748,1144,0,1144,1,1,796,86,0,143000
947,85.0,8,2002,2003,236.0,1300,1616,0,1629,2,1,808,0,252,270000
948,65.0,7,2002,2002,144.0,0,936,840,1776,2,1,474,144,96,192500
949,78.0,6,1972,2006,0.0,982,1161,0,1381,1,1,676,0,0,197500
950,60.0,5,1950,2002,0.0,398,864,0,864,1,0,720,194,0,129000
951,60.0,5,1965,1965,0.0,641,828,0,965,1,0,300,421,0,119900
952,60.0,5,1972,2003,0.0,660,768,0,768,1,0,396,192,0,133900
953,0.0,5,1969,1969,232.0,562,784,800,1968,2,1,530,305,189,172000
954,35.0,6,1975,1975,250.0,945,945,0,980,2,0,0,0,0,127500
955,82.0,6,1946,1950,423.0,484,979,979,1958,2,0,492,0,0,145000
956,24.0,6,1980,1980,0.0,285,561,668,1229,1,1,462,150,0,124000
957,70.0,5,1962,1962,0.0,417,1057,0,1057,1,0,576,0,0,132000
958,65.0,7,2003,2003,0.0,699,1337,0,1337,2,0,531,0,39,185000
959,24.0,7,1999,1999,0.0,604,696,720,1416,2,0,484,0,44,155000
960,50.0,5,1958,2008,0.0,696,858,0,858,1,0,0,117,0,116500
961,0.0,6,1977,1995,424.0,896,1330,1330,2872,2,1,619,550,282,272000
962,24.0,6,1976,1976,0.0,556,804,744,1548,2,1,440,48,0,155000
963,122.0,9,2007,2007,0.0,0,1800,0,1800,2,0,702,288,136,239000
964,80.0,7,2002,2003,44.0,624,817,1070,1894,2,1,510,0,40,214900
965,65.0,6,2005,2007,0.0,0,783,701,1484,2,1,393,0,72,178900
966,130.0,5,1940,1950,0.0,428,728,332,1308,1,2,256,0,70,160000
967,0.0,5,1955,1955,151.0,902,1098,0,1098,1,0,260,0,0,135000
968,50.0,3,1910,1950,0.0,0,600,368,968,1,0,0,0,0,37900
969,75.0,6,1958,1958,105.0,513,588,0,1095,1,0,264,0,0,140000
970,60.0,4,1949,1950,0.0,0,720,472,1192,1,0,0,0,0,135000
971,36.0,7,2003,2004,106.0,567,764,862,1626,2,0,474,0,27,173000
972,55.0,6,1979,1979,0.0,0,918,0,918,2,1,264,28,0,99500
973,95.0,7,2007,2008,0.0,0,1428,0,1428,2,0,480,0,120,182000
974,60.0,7,1910,1993,0.0,0,728,883,2019,1,0,532,509,135,167500
975,0.0,7,2000,2000,0.0,641,673,709,1382,2,0,490,153,50,165000
976,51.0,4,1923,1958,0.0,0,440,0,869,1,0,0,0,0,85500
977,35.0,7,2006,2007,0.0,1106,1241,0,1241,1,0,569,0,116,199900
978,68.0,4,1954,1954,0.0,552,894,0,894,1,0,400,0,0,110000
979,80.0,5,1963,1963,0.0,651,1121,0,1121,1,0,480,0,80,139000
980,0.0,7,1961,2007,210.0,867,944,0,999,1,0,588,144,76,178400
981,98.0,8,1998,1999,975.0,854,1225,1336,2612,2,1,676,250,0,336000
982,43.0,7,2007,2007,16.0,0,1266,0,1266,2,1,388,100,16,159895
983,0.0,8,2002,2002,0.0,0,1128,1141,2290,2,1,779,0,0,255900
984,75.0,5,1977,1977,0.0,0,0,432,1734,2,0,539,0,0,126000
985,68.0,5,1950,1950,0.0,1040,1164,0,1164,1,0,240,0,48,125000
986,59.0,6,1910,2003,0.0,0,485,634,1635,1,0,255,394,0,117000
987,83.0,9,2009,2010,450.0,1646,1930,0,1940,2,1,606,168,95,395192
988,0.0,6,1976,1976,298.0,156,848,912,2030,2,1,551,0,224,195000
989,65.0,7,2006,2006,0.0,0,770,798,1576,2,0,614,0,50,197000
990,82.0,8,1997,1998,423.0,1074,1396,985,2392,2,1,870,0,70,348000
991,121.0,8,1882,1986,0.0,216,916,826,1742,1,1,424,0,169,168000
992,80.0,6,1964,1993,340.0,536,822,831,1851,2,1,440,239,42,187000
993,68.0,6,2005,2006,0.0,0,750,750,1500,2,0,564,0,35,173900
994,96.0,10,2006,2007,230.0,1172,1700,0,1718,2,1,786,216,48,337500
995,51.0,4,1946,1950,0.0,384,747,456,1230,1,0,305,0,57,121600
996,0.0,5,1961,1961,0.0,915,1050,0,1050,1,0,368,0,319,136500
997,0.0,6,1970,1970,571.0,0,1442,0,1442,2,1,615,371,0,185000
998,60.0,3,1922,1950,0.0,0,1007,0,1077,1,1,210,0,100,91000
999,64.0,7,2006,2006,24.0,686,1187,0,1208,2,0,632,105,61,206000
1000,74.0,3,1952,1952,0.0,0,0,0,944,1,0,528,0,0,82000
1001,60.0,5,1920,1950,0.0,0,691,0,691,1,0,216,0,20,86000
1002,75.0,8,2006,2006,53.0,24,1574,0,1574,2,1,824,144,104,232000
1003,0.0,5,1976,1976,164.0,0,1680,0,1680,2,0,528,0,0,136905
1004,43.0,7,2005,2006,16.0,16,1346,0,1504,2,1,457,156,0,181000
1005,65.0,5,1977,1977,220.0,595,985,0,985,2,0,328,210,0,149900
1006,0.0,6,1970,1970,0.0,1237,1657,0,1657,2,1,484,0,0,163500
1007,21.0,4,1970,1970,0.0,273,546,546,1092,1,0,286,238,0,88000
1008,43.0,7,2004,2005,108.0,0,1710,0,1710,2,1,550,100,48,240000
1009,60.0,5,1926,1950,0.0,0,1008,0,1522,2,0,0,0,0,102000
1010,115.0,5,1948,1950,0.0,0,720,551,1271,2,1,312,0,0,135000
1011,75.0,5,1965,1965,0.0,0,0,0,1664,2,0,0,0,0,100000
1012,55.0,6,1923,1996,0.0,0,602,602,1502,1,2,180,96,0,165000
1013,60.0,5,1910,2006,0.0,247,1022,0,1022,1,0,280,0,30,85000
1014,60.0,6,1948,1950,206.0,336,1082,0,1082,1,1,240,0,130,119200
1015,70.0,8,2001,2001,0.0,643,810,855,1665,2,0,528,0,45,227000
1016,73.0,7,1996,1996,196.0,690,1504,0,1504,2,1,478,115,66,203000
1017,0.0,8,1984,1984,0.0,1036,1220,0,1360,1,1,565,63,0,187500
1018,0.0,7,1991,1992,76.0,0,384,670,1472,2,1,402,164,0,160000
1019,43.0,7,2005,2005,145.0,16,1362,0,1506,2,1,440,142,20,213490
1020,60.0,4,2005,2005,0.0,1024,1132,0,1132,1,0,451,252,64,176000
